query,value
行业:零售 业态:服装鞋包 品类:综合服饰 覆盖城市数（企业填报）平均数,13.29
行业:零售 业态:服装鞋包 品类:综合服饰 覆盖城市数（企业填报）中位数,8
行业:零售 业态:服装鞋包 品类:综合服饰 覆盖城市数（企业填报）上四分位数,17.50
行业:零售 业态:服装鞋包 品类:综合服饰 覆盖城市数（企业填报）下四分位数,3
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（投后）平均数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（投后）中位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（投后）上四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（投后）下四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（企业填报）平均数,2633.49
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（企业填报）中位数,1753.65
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（企业填报）上四分位数,4516.58
行业:零售 业态:服装鞋包 品类:综合服饰 月均坪效（企业填报）下四分位数,1199.98
行业:零售 业态:服装鞋包 品类:综合服饰 口碑分平均数,3.52
行业:零售 业态:服装鞋包 品类:综合服饰 口碑分中位数,3.50
行业:零售 业态:服装鞋包 品类:综合服饰 口碑分上四分位数,3.50
行业:零售 业态:服装鞋包 品类:综合服饰 口碑分下四分位数,3.50
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（投后）平均数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（投后）中位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（投后）上四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（投后）下四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（企业填报）平均数,11373632.03
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（企业填报）中位数,2560501.61
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（企业填报）上四分位数,19829853.56
行业:零售 业态:服装鞋包 品类:综合服饰 月均营业额（企业填报）下四分位数,1778879.96
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（企业填报）平均数,0.16
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（企业填报）中位数,0.15
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（企业填报）上四分位数,0.20
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（企业填报）下四分位数,0.12
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（投后）平均数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（投后）中位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（投后）上四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 租售比（投后）下四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（投后）平均数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（投后）中位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（投后）上四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（投后）下四分位数,\N
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（企业填报）平均数,133.78
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（企业填报）中位数,105.65
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（企业填报）上四分位数,164.33
行业:零售 业态:服装鞋包 品类:综合服饰 滴灌比（企业填报）下四分位数,97.91
行业:零售 业态:服装鞋包 品类:综合服饰 品牌存续年限平均数,9.26
行业:零售 业态:服装鞋包 品类:综合服饰 品牌存续年限中位数,6.87
行业:零售 业态:服装鞋包 品类:综合服饰 品牌存续年限上四分位数,12.45
行业:零售 业态:服装鞋包 品类:综合服饰 品牌存续年限下四分位数,4.78
行业:零售 业态:服装鞋包 品类:综合服饰 累计开店数平均数,59.14
行业:零售 业态:服装鞋包 品类:综合服饰 累计开店数中位数,30
行业:零售 业态:服装鞋包 品类:综合服饰 累计开店数上四分位数,104.50
行业:零售 业态:服装鞋包 品类:综合服饰 累计开店数下四分位数,10
行业:零售 业态:服装鞋包 品类:综合服饰 累计闭店数平均数,11
行业:零售 业态:服装鞋包 品类:综合服饰 累计闭店数中位数,4
行业:零售 业态:服装鞋包 品类:综合服饰 累计闭店数上四分位数,18
行业:零售 业态:服装鞋包 品类:综合服饰 累计闭店数下四分位数,2.50
行业:零售 业态:服装鞋包 品类:综合服饰 品类定义,以售卖男士及女士综合服装为主的场所，包括休闲服装，正装等
行业:零售 业态:服装鞋包 品类:综合服饰 重点提示,nan
行业:零售 业态:服装鞋包 品类:综合服饰 品牌发展趋势,"驱动因素：
城乡交通趋于便利促进贸易流通。
乡村振兴，乡镇人口生活质量提升，对外表的关注与投资增加，服装购买频次提升。
政策支持下农民工大规模返乡，农村劳动力回流，小城镇化发展或将迎来良机。
服装行业产能过剩，经销商能获得更多的低价优质服装。

竞争格局：
市场集中度较低，竞争格局分散，品牌众多，综合服饰行业CR5为4.29%，行业集中度不断提高，龙头企业规模优势明显。

发展趋势：
1、品牌效应凸显：消费观念提升，品牌意识更加强烈。
2、市场集中度不断提升，供应链控制能力强、资源优势较大的龙头企业将逐步蚕食中小企业的份额。
3、乡镇消费者对服装的选购从偏重价格逐渐转变为注重产品的功能性、舒适性、安全性和时尚性。
4、差异化竞争，发展细分产品，培育不同市场定位、各个年龄段的品牌和产品线。
5、低速增长，全球经济放缓的情况下服装行业与宏观经济具有较强相关性，作为基础可选消费品已进入低速增长期。
6、乡镇物流网络日趋完善，服装行业的销售渠道进一步由线下向线上的转移（根据前瞻研究院，服装线上消费占比近40%）。
对比品类领先企业/品牌
"
行业:零售 业态:服装鞋包 品类:综合服饰 领先品牌特征,
行业:零售 业态:服装鞋包 品类:综合服饰 主要风险,法律风险基于相关法律或合同等规定企业品牌存在的所有潜在负面法律责任或后果监管风险由于法规或监管规定的变化可能影响商业企业品牌正常运营或消弱其竞争力生存能力的风险其他风险线上化风险服装实体零售受到线上化冲击较大现在乡镇网购普及化即使很多农村达不到快递送货上门但仍可送到乡镇的站点方便了农村人口购买服装的需求其他风险消费者分流风险现在乡镇和城市之间的公共交通发达方便了农村人口去城里购物而且每年各农村会有赶集能够提供很多平价服装供农村人口购买其他风险选址风险乡镇级产业趋于集中化选址直接影响门店效益其他风险库存积压风险乡镇消费者购买力弱且服装购买频次低库存管理不好容易导致尾货比例高库存积压影响现金流增加库存持有
行业:文体 业态:升学求职 品类:职业教育 品类下品牌数量,53
行业:文体 业态:升学求职 品类:职业教育 人均消费（O2O）平均数,13.58
行业:文体 业态:升学求职 品类:职业教育 人均消费（O2O）中位数,12
行业:文体 业态:升学求职 品类:职业教育 人均消费（O2O）上四分位数,14
行业:文体 业态:升学求职 品类:职业教育 人均消费（O2O）下四分位数,11
行业:文体 业态:升学求职 品类:职业教育 客单价平均数,\N
行业:文体 业态:升学求职 品类:职业教育 客单价中位数,\N
行业:文体 业态:升学求职 品类:职业教育 客单价上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 客单价下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 单店毛利润率平均数,\N
行业:文体 业态:升学求职 品类:职业教育 单店毛利润率中位数,\N
行业:文体 业态:升学求职 品类:职业教育 单店毛利润率上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 单店毛利润率下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 单店净利润率平均数,\N
行业:文体 业态:升学求职 品类:职业教育 单店净利润率中位数,\N
行业:文体 业态:升学求职 品类:职业教育 单店净利润率上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 单店净利润率下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 平均回本期平均数,\N
行业:文体 业态:升学求职 品类:职业教育 平均回本期中位数,\N
行业:文体 业态:升学求职 品类:职业教育 平均回本期上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 平均回本期下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖省份数（O2O）平均数,4
行业:文体 业态:升学求职 品类:职业教育 覆盖省份数（O2O）上四分位数,1.50
行业:文体 业态:升学求职 品类:职业教育 覆盖省份数（O2O）下四分位数,1
行业:文体 业态:升学求职 品类:职业教育 覆盖省份数（企业填报）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖省份数（企业填报）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖省份数（企业填报）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（O2O）平均数,12.81
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（O2O）中位数,2
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（O2O）上四分位数,5
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（O2O）下四分位数,1
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（企业填报）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（企业填报）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（企业填报）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 覆盖城市数（企业填报）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（投后）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（投后）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（投后）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（投后）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（企业填报）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（企业填报）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（企业填报）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均坪效（企业填报）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 口碑分平均数,3.35
行业:文体 业态:升学求职 品类:职业教育 口碑分中位数,3.40
行业:文体 业态:升学求职 品类:职业教育 口碑分上四分位数,3.50
行业:文体 业态:升学求职 品类:职业教育 口碑分下四分位数,3
行业:文体 业态:升学求职 品类:职业教育 月均营业额（投后）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（投后）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（投后）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（投后）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（企业填报）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（企业填报）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（企业填报）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 月均营业额（企业填报）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（企业填报）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（企业填报）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（企业填报）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（企业填报）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（投后）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（投后）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（投后）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 租售比（投后）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（投后）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（投后）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（投后）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（投后）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（企业填报）平均数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（企业填报）中位数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（企业填报）上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 滴灌比（企业填报）下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 品牌存续年限平均数,11.90
行业:文体 业态:升学求职 品类:职业教育 品牌存续年限中位数,11.90
行业:文体 业态:升学求职 品类:职业教育 品牌存续年限上四分位数,21.79
行业:文体 业态:升学求职 品类:职业教育 品牌存续年限下四分位数,2
行业:文体 业态:升学求职 品类:职业教育 累计开店数平均数,\N
行业:文体 业态:升学求职 品类:职业教育 累计开店数中位数,\N
行业:文体 业态:升学求职 品类:职业教育 累计开店数上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 累计开店数下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 累计闭店数平均数,\N
行业:文体 业态:升学求职 品类:职业教育 累计闭店数中位数,\N
行业:文体 业态:升学求职 品类:职业教育 累计闭店数上四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 累计闭店数下四分位数,\N
行业:文体 业态:升学求职 品类:职业教育 品类定义,提供职业相关的考试辅导或技能提升的非学历教育机构
行业:文体 业态:升学求职 品类:职业教育 重点提示,1.考公考编培训，含：公务员、事业单位、教师招录三类人才招录考试培训
行业:文体 业态:升学求职 品类:职业教育 领先品牌特征,
行业:文体 业态:升学求职 品类:职业教育 主要风险,
行业:服务 业态:共享租赁 品类:自助仓储 品类下品牌数量,1
行业:服务 业态:共享租赁 品类:自助仓储 人均消费（O2O）平均数,1115.67
行业:服务 业态:共享租赁 品类:自助仓储 人均消费（O2O）中位数,595
行业:服务 业态:共享租赁 品类:自助仓储 人均消费（O2O）上四分位数,1442
行业:服务 业态:共享租赁 品类:自助仓储 人均消费（O2O）下四分位数,338
行业:服务 业态:共享租赁 品类:自助仓储 客单价平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 客单价中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 客单价上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 客单价下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店毛利润率平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店毛利润率中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店毛利润率上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店毛利润率下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店净利润率平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店净利润率中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店净利润率上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 单店净利润率下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 平均回本期平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 平均回本期中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 平均回本期上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 平均回本期下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 覆盖省份数（O2O）平均数,1
行业:服务 业态:共享租赁 品类:自助仓储 覆盖省份数（O2O）上四分位数,1
行业:服务 业态:共享租赁 品类:自助仓储 覆盖省份数（O2O）下四分位数,1
行业:服务 业态:共享租赁 品类:自助仓储 覆盖省份数（企业填报）平均数,4
行业:服务 业态:共享租赁 品类:自助仓储 覆盖省份数（企业填报）上四分位数,4
行业:服务 业态:共享租赁 品类:自助仓储 覆盖省份数（企业填报）下四分位数,4
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（O2O）平均数,2
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（O2O）中位数,2
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（O2O）上四分位数,2
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（O2O）下四分位数,2
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（企业填报）平均数,5
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（企业填报）中位数,5
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（企业填报）上四分位数,5
行业:服务 业态:共享租赁 品类:自助仓储 覆盖城市数（企业填报）下四分位数,5
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（投后）平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（投后）中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（投后）上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（投后）下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（企业填报）平均数,88.25
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（企业填报）中位数,88.25
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（企业填报）上四分位数,88.25
行业:服务 业态:共享租赁 品类:自助仓储 月均坪效（企业填报）下四分位数,88.25
行业:服务 业态:共享租赁 品类:自助仓储 口碑分平均数,3.69
行业:服务 业态:共享租赁 品类:自助仓储 口碑分中位数,3.50
行业:服务 业态:共享租赁 品类:自助仓储 口碑分上四分位数,3.60
行业:服务 业态:共享租赁 品类:自助仓储 口碑分下四分位数,3.50
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（投后）平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（投后）中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（投后）上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（投后）下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（企业填报）平均数,815933.43
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（企业填报）中位数,815933.43
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（企业填报）上四分位数,815933.43
行业:服务 业态:共享租赁 品类:自助仓储 月均营业额（企业填报）下四分位数,815933.43
行业:服务 业态:共享租赁 品类:自助仓储 租售比（企业填报）平均数,0.19
行业:服务 业态:共享租赁 品类:自助仓储 租售比（企业填报）中位数,0.19
行业:服务 业态:共享租赁 品类:自助仓储 租售比（企业填报）上四分位数,0.19
行业:服务 业态:共享租赁 品类:自助仓储 租售比（企业填报）下四分位数,0.19
行业:服务 业态:共享租赁 品类:自助仓储 租售比（投后）平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 租售比（投后）中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 租售比（投后）上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 租售比（投后）下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（投后）平均数,\N
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（投后）中位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（投后）上四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（投后）下四分位数,\N
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（企业填报）平均数,25.18
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（企业填报）中位数,25.18
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（企业填报）上四分位数,25.18
行业:服务 业态:共享租赁 品类:自助仓储 滴灌比（企业填报）下四分位数,25.18
行业:服务 业态:共享租赁 品类:自助仓储 品牌存续年限平均数,6.48
行业:服务 业态:共享租赁 品类:自助仓储 品牌存续年限中位数,6.48
行业:服务 业态:共享租赁 品类:自助仓储 品牌存续年限上四分位数,6.48
行业:服务 业态:共享租赁 品类:自助仓储 品牌存续年限下四分位数,6.48
行业:服务 业态:共享租赁 品类:自助仓储 累计开店数平均数,62
行业:服务 业态:共享租赁 品类:自助仓储 累计开店数中位数,62
行业:服务 业态:共享租赁 品类:自助仓储 累计开店数上四分位数,62
行业:服务 业态:共享租赁 品类:自助仓储 累计开店数下四分位数,62
行业:服务 业态:共享租赁 品类:自助仓储 累计闭店数平均数,2
行业:服务 业态:共享租赁 品类:自助仓储 累计闭店数中位数,2
行业:服务 业态:共享租赁 品类:自助仓储 累计闭店数上四分位数,2
行业:服务 业态:共享租赁 品类:自助仓储 累计闭店数下四分位数,2
行业:服务 业态:共享租赁 品类:自助仓储 品类定义,通过各种规格的仓体设施，为公司、个人客户提供自助式存取物品服务
行业:服务 业态:共享租赁 品类:自助仓储 重点提示,nan
行业:服务 业态:共享租赁 品类:自助仓储 品牌发展趋势,"1、驱动因素：
（1）政策驱动：
a.产业链整体：国家大力推进建设现代物流，2022年5月国务院发布《“十四五”现代物流发展规划》，国家将大力支持国家物流枢纽、国际中转枢纽、航空货运枢纽、高铁货运、冷链等基础设施的建设；
b.推动快递“进村、进厂、出海”：2022年中央一号文件《关于做好2022年全面推进乡村振兴重点工作的意见》，提出加快农村物流快递网点布局，实施“快递进村”工程，鼓励发展“多站合一”的乡镇客货邮综合服务站、“一点多能”的村级寄递物流综合服务点，推进县乡村物流共同配送；
（2）宏观经济环境驱动：
我国经济平稳增长：2022年我国GDP总量达121.02万亿元，按不变价格计算，比上年增长3.0%，人民收入水平不断提高，消费能力不断得到加强；进出口总额达到42.07万亿元，同比增长7.7%，其中出口总额同比增长10.5%，出口的增长刺激跨境物流市场的进一步提高；
（3）需求驱动：
a.电子商务的扩张和发展、网购渗透率提升：2022年全国实物商品网上零售额11.96万亿元，同比增长6.2%，占社会消费品零售总额的比重为27.2%，比上年提高2.7个百分点，网购渗透率进一步提升；
b.农村互联网普及率提高、快递下沉市场潜力巨大：随着互联网的普及率的不断提高，城镇农村地区使用快递服务的个人消费者不断增加，快递量不断攀升（2021年农村互联网普及率为57.6%，城镇普及率为81.3%，农村快递量占比为35%，数量来源：头豹研究院）

2、竞争格局：
（1）概览：2022年全国快递服务汽车26.5万辆，国内快递专用货机161架，快递服务营业网点23.1万处，其中设在农村的7.6万处；平均每一营业网点服务面积为22平方公里，平均每一营业网点服务人口为0.3万人（数据来源：国家邮政局，《2022年邮政行业发展统计公报》）
（2）产品结构：2022年，同城快递业务量完成128.0亿件，异地快递业务量完成957.7亿件，国际/港澳台快递业务量完成20.2亿件，同城、异地、国际/港澳台快递业务量占全部比例分别为11.6%、86.6%和1.8%（数据来源：国家邮政局）
（3）地域分布：2022年东、中、西部地区快递业务量比重分别为76.8%、15.7%和7.5%，中部地区快递业务量同比增长10.1%，西部地区快递业务量同比增长4.6%；（数据来源：国家邮政局）
（4）市场集中度：2022年快递与包裹服务品牌集中度指数CR8为84.5%，较2021年上升了4个百分点（数据来源：国家邮政局，《2022年邮政行业发展统计公报》）；2022年CR5（顺丰、韵达、圆通、申通、中通）市场占有率达到了75.5%（数据来源：年报、雪球研报https://xueqiu.com/5265622466/244814162）
（5）头部品牌：2022年中通快递业务量市场份额最高（达到22.1%，海通国际：成本管控优异，市占率进一步提升）、顺丰快递收入市场份额最高（16.5%，顺丰在中高端快递市场具有领先优势）、申通业务量增速最快（达到16.87%，申通不断扩充产能、加强物流基建、奋起直追）（数据来源：年报、雪球研报https://xueqiu.com/5265622466/244814162）

3、用户画像：
（1）以中青年用户为主，26-35岁比例最高，达到57.5%；
（2）一二线城市的消费者为主，29.7%的用户位于一线城市，38.4%的用户位于二线城市；
（3）以中等收入群体为主：26%的快递物流用户月均可支配收入在5K-10K，24%的用户可支配收入在10K-15K（数据来源：艾媒咨询：《2022-2023年中国快递物流行业发展现状及典型案例研究报告》）。

4、发展趋势：
（1）转向注重服务质量竞争：在市场需求层面，消费市场增速趋缓，但销售渠道和流量更趋多元，随着直播、短视频等新型电商平台近两年快速崛起，大平台和企业客户将更注重消费者服务体验，对快递物流履约时效与服务品质提出更高要求，推动快递企业从“同质低价”竞争转向“品质差异、客群差异”竞争；
（2）并购整合持续：纵观国际物流巨头，均通过不断并购整合完成扩张，而中国的物流市场规模完全具备培育全球领先物流企业的潜力，随着宏观经济逐渐复苏，预期物流行业的国内外投融资和并购整合会更加活跃；（如：2022年7月26日京东物流完成了对德邦快递的收购、2021年极兔对百世的收购）
（3）布局全球服务网络，打造稳定的国际供应链：随着中国制造、中国品牌深度嵌入全球产业价值链，在全球供应链中的地位日益突出，需要触达全球的物流网络服务能力作为支撑；
（4）对绿色物流的重视程度持续提升：一方面，国家双碳战略鼓励物流企业探索绿色低碳发展方式，包括新能源运输车辆的投放使用、绿色包装研发使用、绿色仓储建设等；另一方面，企业客户的降碳需求日趋凸显，客户需要低碳绿色的供应链和物流服务，降低自身碳排放的水平，因此低碳绿色正逐渐成为物流企业重要竞争力；
（5）物流快递行业向着智能化、数字化发展：随着5G技术、物联网、人工智能等的不断深入发展，科技不断赋能物流快递市场，龙头企业纷纷投入无人物流设备，不断提高行业的智能化水平。"
行业:服务 业态:共享租赁 品类:自助仓储 领先品牌特征,完善的端到端一站式综合服务能力通过完善的产品分层及不同产品之间的有机组合能够满足客户多元化需求坚持多元化布局在每个业务板块的细分市场推出对标中高端市场要求的高品质服务以及对标下沉市场需求的高性价比服务
行业:服务 业态:共享租赁 品类:自助仓储 主要风险,法律风险基于相关法律或合同等规定企业品牌存在的所有潜在负面法律责任或后果监管风险由于法规或监管规定的变化可能影响商业企业品牌正常运营或消弱其竞争力生存能力的风险其他风险电商增长不及预期的风险作为快递业务量增长的主要驱动力电商市场的增速从高爆发性走向常态化平缓增长在增量空间减弱下现存快递企业在存量市场的竞争可能会加剧其他风险快递出现损毁丢失等现象从而影响品牌声誉的风险其他风险激烈竞争导致发生价格战的风险快递企业为了增加产能利用率形成规模效应抢占市场份额从而参与价格战年极兔的崛起成为引爆快递物流市场的价格战的重要因素极兔快速崛起靠的就是不断烧钱压低价格
行业:餐饮 业态:智慧餐饮 品类:自助饮品 品类下品牌数量,1
行业:餐饮 业态:智慧餐饮 品类:自助饮品 人均消费（O2O）平均数,59.08
行业:餐饮 业态:智慧餐饮 品类:自助饮品 人均消费（O2O）中位数,57
行业:餐饮 业态:智慧餐饮 品类:自助饮品 人均消费（O2O）上四分位数,73
行业:餐饮 业态:智慧餐饮 品类:自助饮品 人均消费（O2O）下四分位数,48.50
行业:餐饮 业态:智慧餐饮 品类:自助饮品 客单价平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 客单价中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 客单价上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 客单价下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店毛利润率平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店毛利润率中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店毛利润率上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店毛利润率下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店净利润率平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店净利润率中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店净利润率上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 单店净利润率下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 平均回本期平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 平均回本期中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 平均回本期上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 平均回本期下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖省份数（O2O）平均数,21
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖省份数（O2O）上四分位数,21
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖省份数（O2O）下四分位数,21
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖省份数（企业填报）平均数,32
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖省份数（企业填报）上四分位数,32
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖省份数（企业填报）下四分位数,32
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（O2O）平均数,47
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（O2O）中位数,47
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（O2O）上四分位数,47
